customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
0260-ZDLGK,Female,0,No,Yes,9,Month-to-month,Yes,"Mailed check",72.90,651.40,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes
0263-FJTQO,Male,0,Yes,Yes,50,"Two year",Yes,"Credit card (automatic)",70.50,3486.65,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,"No"
0264-CNITK,Female,0,Yes,Yes,71,"Two year",No,"Bank transfer (automatic)",20.10,1389.60,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0265-EDXBD,Male,1,Yes,No,32,Month-to-month,Yes,"Electronic check",74.90,2303.35,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Yes
0265-PSUAE,Female,0,Yes,Yes,16,Month-to-month,No,"Bank transfer (automatic)",100.70,1522.70,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"No"
0266-CLZKZ,Female,0,Yes,Yes,67,"Two year",Yes,"Bank transfer (automatic)",105.65,6717.90,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"No"
0266-GMEAO,Male,0,Yes,Yes,72,"Two year",Yes,"Credit card (automatic)",114.30,8058.55,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"No"
0268-QKIWO,Female,0,No,No,3,Month-to-month,No,"Electronic check",19.75,58.85,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes
0269-XFESX,Male,0,Yes,Yes,23,"One year",No,"Mailed check",24.35,538.50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0270-THENM,Male,0,Yes,Yes,72,"Two year",No,"Bank transfer (automatic)",69.85,5102.35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"No"
0274-JKUJR,Male,0,Yes,Yes,7,Month-to-month,No,"Mailed check",58.85,465.70,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,"No"
0277-BKSQP,Male,0,Yes,Yes,8,Month-to-month,Yes,"Electronic check",54.40,475.10,Yes,No,DSL,No,No,No,No,Yes,No,"No"
0277-ORXQS,Male,0,Yes,Yes,66,"Two year",No,"Bank transfer (automatic)",50.55,3364.55,No,"No phone service",DSL,No,No,No,Yes,Yes,Yes,"No"
0278-YXOOG,Male,0,No,No,5,Month-to-month,No,"Mailed check",21.05,113.85,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes
0280-XJGEX,Male,0,No,No,49,Month-to-month,Yes,"Bank transfer (automatic)",103.70,5036.30,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0281-CNTZX,Male,0,Yes,No,63,"Two year",Yes,"Bank transfer (automatic)",19.95,1234.80,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0282-NVSJS,Female,1,Yes,Yes,12,Month-to-month,Yes,"Mailed check",29.30,355.90,No,"No phone service",DSL,No,No,No,Yes,No,No,"No"
0285-INHLN,Male,0,Yes,Yes,27,Month-to-month,Yes,"Credit card (automatic)",54.75,1510.30,Yes,No,DSL,Yes,Yes,No,No,No,No,"No"
0289-IVARM,Female,0,No,No,35,Month-to-month,No,"Electronic check",60.55,1982.60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"No"
0292-WEGCH,Female,0,Yes,Yes,54,Month-to-month,Yes,"Electronic check",86.20,4524.05,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"No"
0295-PPHDO,Male,0,No,No,1,Month-to-month,Yes,"Electronic check",95.45,95.45,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0295-QVKPB,Male,0,No,No,5,Month-to-month,Yes,"Credit card (automatic)",63.95,318.10,Yes,No,DSL,No,No,Yes,Yes,Yes,No,"No"
0297-RBCSG,Male,0,No,No,19,"One year",Yes,"Bank transfer (automatic)",65.35,1231.85,Yes,No,DSL,No,Yes,No,Yes,No,Yes,"No"
0298-XACET,Male,0,Yes,Yes,52,"Two year",No,"Mailed check",50.20,2554.00,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,No,"No"
0301-FIDRB,Female,0,Yes,Yes,72,"Two year",Yes,"Bank transfer (automatic)",63.80,4684.30,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"No"
0301-KOBTQ,Male,0,No,No,32,"Two year",Yes,"Bank transfer (automatic)",20.05,614.45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0302-JOIVN,Female,0,Yes,No,8,Month-to-month,No,"Electronic check",101.15,842.90,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0303-UNCIP,Male,0,No,No,41,"One year",No,"Mailed check",65.00,2531.80,Yes,Yes,DSL,No,No,Yes,No,No,Yes,"No"
0303-WMMRN,Male,0,No,No,5,Month-to-month,Yes,"Mailed check",19.25,86.05,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0305-SQECB,Female,0,No,Yes,11,"One year",Yes,"Mailed check",36.05,402.60,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"No"
0306-JAELE,Male,0,No,No,5,Month-to-month,Yes,"Electronic check",96.10,453.40,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Yes
0307-BCOPK,Female,0,No,No,16,"One year",No,"Mailed check",19.05,326.65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0308-GIQJT,Male,1,No,No,71,"One year",No,"Bank transfer (automatic)",105.75,7382.85,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"No"
0308-IVGOK,Female,0,No,No,11,"One year",Yes,"Credit card (automatic)",40.40,422.60,No,"No phone service",DSL,No,Yes,Yes,Yes,No,No,"No"
0310-MVLET,Female,0,Yes,Yes,61,Month-to-month,Yes,"Electronic check",99.15,6010.05,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Yes
0310-SUCIN,Female,0,Yes,No,71,"One year",Yes,"Bank transfer (automatic)",84.80,6046.10,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"No"
0310-VQXAM,Male,0,No,No,9,Month-to-month,No,"Mailed check",19.85,178.80,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0311-QYWSS,Female,0,No,No,6,Month-to-month,Yes,"Electronic check",49.45,314.60,Yes,No,DSL,Yes,No,No,No,No,No,"No"
0311-UNPFF,Female,0,No,No,26,Month-to-month,Yes,"Bank transfer (automatic)",88.80,2274.35,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0314-TKOSI,Female,0,No,No,6,Month-to-month,No,"Mailed check",55.15,322.90,Yes,No,DSL,Yes,Yes,No,No,No,No,"No"
0315-LVCRK,Male,0,No,No,11,Month-to-month,No,"Electronic check",84.80,888.75,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,"No"
0318-QUUOB,Male,0,Yes,No,1,Month-to-month,Yes,"Electronic check",80.55,80.55,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Yes
0318-ZOPWS,Female,0,Yes,No,49,"Two year",Yes,"Bank transfer (automatic)",20.15,973.35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0319-QZTCO,Female,0,Yes,Yes,3,Month-to-month,Yes,"Credit card (automatic)",58.70,168.60,Yes,No,DSL,No,Yes,No,No,Yes,No,"No"
0320-DWVTU,Female,0,No,No,53,"Two year",No,"Mailed check",99.50,5424.25,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"No"
0320-JDNQG,Male,0,Yes,Yes,23,Month-to-month,Yes,"Electronic check",99.85,2331.30,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,Yes
0322-CHQRU,Male,0,No,No,2,Month-to-month,No,"Electronic check",45.35,89.50,Yes,No,DSL,No,No,No,No,No,No,Yes
0322-YINQP,Male,0,No,No,1,Month-to-month,Yes,"Mailed check",48.55,48.55,Yes,No,DSL,Yes,No,No,No,No,No,Yes
0323-XWWTN,Male,0,No,Yes,3,"Two year",Yes,"Mailed check",26.40,121.25,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0324-BRPCJ,Female,1,Yes,No,68,Month-to-month,Yes,"Electronic check",100.20,6851.65,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Yes
0325-XBFAC,Male,0,No,No,8,Month-to-month,Yes,"Electronic check",94.70,740.30,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Yes
0326-VDYXE,Female,0,Yes,No,70,"One year",Yes,"Electronic check",97.65,6982.50,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0327-WFZSY,Male,0,Yes,Yes,39,"One year",No,"Electronic check",100.00,3835.55,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0328-GRPMV,Female,0,No,No,1,Month-to-month,Yes,"Electronic check",70.10,70.10,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0329-GTIAJ,Female,0,No,No,3,Month-to-month,Yes,"Electronic check",97.90,315.30,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Yes
0330-BGYZE,Male,0,Yes,No,60,"One year",No,"Bank transfer (automatic)",102.50,6157.60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"No"
0330-IVZHA,Female,0,Yes,No,5,Month-to-month,No,"Electronic check",69.95,330.15,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0334-GDDSO,Male,1,No,No,3,Month-to-month,Yes,"Electronic check",81.35,233.70,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Yes
0334-ZFJSR,Female,0,Yes,No,55,"One year",Yes,"Credit card (automatic)",66.05,3462.10,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"No"
0336-KXKFK,Male,0,No,No,72,"Two year",Yes,"Credit card (automatic)",61.20,4390.25,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,Yes,"No"
0336-PIKEI,Male,1,Yes,No,72,"Two year",No,"Bank transfer (automatic)",74.40,5360.75,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,"No"
0337-CNPZE,Female,0,No,No,41,Month-to-month,Yes,"Electronic check",106.30,4443.45,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0343-QLUZP,Male,0,No,No,60,"Two year",No,"Bank transfer (automatic)",39.60,2424.50,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"No"
0345-HKJVM,Female,0,No,No,6,Month-to-month,No,"Electronic check",89.30,577.60,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0345-XMMUG,Female,0,Yes,No,46,"Two year",Yes,"Credit card (automatic)",108.90,4854.30,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"No"
0347-UBKUZ,Female,0,No,No,15,Month-to-month,No,"Mailed check",19.90,320.45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0348-SDKOL,Female,0,Yes,No,58,Month-to-month,Yes,"Credit card (automatic)",102.10,5885.40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Yes
0354-VXMJC,Male,0,Yes,Yes,23,"Two year",No,"Credit card (automatic)",19.60,426.65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0354-WYROK,Female,1,Yes,Yes,31,Month-to-month,Yes,"Electronic check",98.90,2911.30,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Yes
0356-ERHVT,Male,0,Yes,No,11,Month-to-month,Yes,"Bank transfer (automatic)",45.90,521.90,Yes,No,DSL,No,No,No,No,No,No,"No"
0356-OBMAC,Female,1,No,No,56,"Two year",Yes,"Bank transfer (automatic)",99.90,5706.30,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"No"
0357-NVCRI,Female,0,No,Yes,25,Month-to-month,No,"Credit card (automatic)",20.05,471.70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0361-HJRDX,Female,0,No,No,68,"Two year",No,"Credit card (automatic)",64.35,4539.60,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"No"
0362-RAOQO,Female,0,No,No,40,"Two year",No,"Credit card (automatic)",19.65,830.25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0362-ZBZWJ,Male,0,No,No,36,Month-to-month,Yes,"Electronic check",84.90,3067.20,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Yes
0363-QJVFX,Male,0,No,No,32,Month-to-month,Yes,"Credit card (automatic)",108.15,3432.90,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,Yes
0363-SVHYR,Male,0,Yes,Yes,71,"Two year",No,"Bank transfer (automatic)",86.85,6263.80,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"No"
0365-BZUWY,Male,0,Yes,No,17,Month-to-month,Yes,"Electronic check",102.55,1742.50,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"No"
0365-GXEZS,Male,0,Yes,No,18,Month-to-month,No,"Electronic check",78.20,1468.75,Yes,No,"Fiber optic",No,No,Yes,Yes,No,No,"No"
0365-TRTPY,Female,0,No,No,37,Month-to-month,No,"Bank transfer (automatic)",91.20,3382.30,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,"No"
0366-NQSHS,Male,0,No,No,2,Month-to-month,No,"Mailed check",19.35,46.35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0369-ZGOVK,Female,0,Yes,Yes,28,"One year",Yes,"Bank transfer (automatic)",70.40,1992.20,Yes,No,"Fiber optic",No,No,No,No,No,No,"No"
0373-AIVNJ,Male,0,No,No,9,"One year",No,"Mailed check",39.55,373.00,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"No"
0374-AACSZ,Female,0,No,No,1,Month-to-month,No,"Electronic check",50.15,50.15,Yes,No,DSL,Yes,No,No,No,No,No,"No"
0374-FIUCA,Male,0,Yes,No,65,"Two year",Yes,"Credit card (automatic)",20.40,1414.45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0374-IOEGQ,Female,0,No,No,3,Month-to-month,No,"Electronic check",44.60,122.70,Yes,No,DSL,No,No,No,No,No,No,"No"
0375-HVGXO,Female,0,No,No,1,Month-to-month,Yes,"Electronic check",34.70,34.70,No,"No phone service",DSL,No,No,No,No,Yes,No,Yes
0376-OIWME,Male,0,Yes,No,36,Month-to-month,Yes,"Electronic check",93.60,3366.05,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,"No"
0376-YMCJC,Male,0,No,No,23,Month-to-month,Yes,"Electronic check",90.60,1943.20,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Yes
0377-JBKKT,Male,0,Yes,Yes,22,Month-to-month,Yes,"Mailed check",57.95,1271.80,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"No"
0378-CJKPV,Female,0,Yes,No,72,"Two year",No,"Credit card (automatic)",112.10,7965.95,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"No"
0378-NHQXU,Female,0,Yes,Yes,17,Month-to-month,No,"Electronic check",88.25,1460.65,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Yes
0378-TOVMS,Female,0,No,No,3,Month-to-month,No,"Electronic check",85.80,272.20,Yes,No,"Fiber optic",No,No,No,Yes,No,Yes,Yes
0378-XSZPU,Male,0,Yes,No,58,"One year",No,"Credit card (automatic)",60.30,3563.80,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes
0379-DJQHR,Male,0,Yes,Yes,67,"Two year",No,"Credit card (automatic)",81.35,5398.60,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,"No"
0380-NEAVX,Male,1,No,No,34,"One year",Yes,"Electronic check",99.85,3343.15,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"No"
0380-ZCSBI,Male,0,No,No,10,Month-to-month,No,"Credit card (automatic)",20.00,198.70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0383-CLDDA,Female,0,No,No,69,"Two year",Yes,"Credit card (automatic)",85.35,5897.40,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"No"
0384-LPITE,Male,0,No,No,40,"One year",No,"Credit card (automatic)",62.05,2511.55,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,"No"
0384-RVBPI,Male,0,No,No,20,Month-to-month,No,"Credit card (automatic)",64.40,1398.60,Yes,No,DSL,Yes,No,Yes,No,No,Yes,"No"
0386-CWRGM,Female,0,Yes,Yes,46,"Two year",No,"Mailed check",19.40,967.85,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0388-EOPEX,Female,0,Yes,No,2,Month-to-month,Yes,"Electronic check",74.40,139.40,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Yes
0390-DCFDQ,Female,1,Yes,No,1,Month-to-month,Yes,"Mailed check",70.45,70.45,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0392-BZIUW,Female,0,Yes,No,72,"Two year",Yes,"Credit card (automatic)",105.00,7589.80,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"No"
0394-YONDK,Male,0,Yes,Yes,70,"Two year",No,"Credit card (automatic)",25.15,1790.15,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0396-HUJBP,Female,0,No,No,2,Month-to-month,No,"Mailed check",19.30,44.40,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0396-UKGAI,Male,0,No,Yes,23,Month-to-month,Yes,"Bank transfer (automatic)",55.30,1284.20,Yes,No,DSL,No,Yes,No,Yes,No,No,"No"
0396-YCHWO,Male,0,Yes,No,36,Month-to-month,Yes,"Electronic check",95.40,3474.20,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"No"
0397-GZBBC,Male,1,Yes,No,59,Month-to-month,Yes,"Bank transfer (automatic)",93.85,5574.75,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0397-ZXWQF,Male,0,No,No,67,"Two year",No,"Bank transfer (automatic)",20.50,1430.95,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0401-WDBXM,Male,0,Yes,Yes,72,"Two year",Yes,"Bank transfer (automatic)",105.55,7542.25,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"No"
0402-CQAJN,Female,0,No,No,37,Month-to-month,Yes,"Bank transfer (automatic)",101.90,3545.35,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0402-OAMEN,Female,0,Yes,Yes,72,"Two year",No,"Bank transfer (automatic)",24.45,1709.10,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0404-AHASP,Male,0,Yes,No,72,"Two year",No,"Credit card (automatic)",19.70,1421.90,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0404-SWRVG,Male,0,No,No,3,Month-to-month,Yes,"Electronic check",74.40,229.55,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Yes
0406-BPDVR,Female,1,Yes,No,54,"One year",Yes,"Credit card (automatic)",101.50,5373.10,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Yes
0407-BDJKB,Male,0,Yes,No,60,Month-to-month,Yes,"Electronic check",95.75,5742.90,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Yes
0409-WTMPL,Female,0,Yes,No,58,"One year",Yes,"Credit card (automatic)",110.65,6526.65,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"No"
0410-IPFTY,Female,0,Yes,No,31,Month-to-month,Yes,"Bank transfer (automatic)",83.85,2674.15,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,"No"
0411-EZJZE,Female,0,No,No,3,Month-to-month,Yes,"Electronic check",60.25,170.50,Yes,Yes,DSL,No,No,No,No,Yes,No,"No"
0412-UCCNP,Male,0,No,No,55,"Two year",Yes,"Electronic check",59.20,3175.85,Yes,No,DSL,Yes,No,Yes,Yes,No,No,"No"
0415-MOSGF,Female,0,No,No,1,Month-to-month,No,"Mailed check",44.40,44.40,Yes,No,DSL,No,No,No,No,No,No,Yes
0419-YAAPX,Male,0,Yes,No,49,Month-to-month,Yes,"Credit card (automatic)",85.30,4297.95,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,"No"
0420-BWTPW,Male,0,No,Yes,8,Month-to-month,No,"Mailed check",25.50,215.20,No,"No phone service",DSL,No,No,No,No,No,No,Yes
0420-HLGXF,Female,1,No,No,39,Month-to-month,Yes,"Electronic check",99.75,4036.00,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0420-TXVSG,Male,0,Yes,No,66,"Two year",Yes,"Credit card (automatic)",66.10,4428.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,"No"
0422-OHQHQ,Female,0,Yes,Yes,15,"One year",No,"Mailed check",20.55,295.95,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0422-UXFAP,Female,0,Yes,No,51,"One year",Yes,"Electronic check",98.85,4947.55,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0423-UDIJQ,Male,1,No,No,9,Month-to-month,No,"Mailed check",49.20,447.90,Yes,No,DSL,No,No,No,Yes,No,No,"No"
0426-TIRNE,Female,0,No,No,1,Month-to-month,No,"Mailed check",20.90,20.90,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes
0428-AXXLJ,Male,0,No,No,25,"One year",Yes,"Bank transfer (automatic)",19.50,516.30,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0428-IKYCP,Male,0,Yes,No,22,Month-to-month,Yes,"Bank transfer (automatic)",87.00,1850.65,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,"No"
0430-IHCDJ,Male,0,No,No,15,Month-to-month,Yes,"Electronic check",49.00,749.25,Yes,Yes,DSL,No,No,No,No,No,No,"No"
0431-APWVY,Female,0,Yes,Yes,28,"One year",Yes,"Bank transfer (automatic)",90.10,2598.95,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0432-CAJZV,Male,0,No,No,3,Month-to-month,No,"Mailed check",90.70,237.65,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"No"
0434-CSFON,Female,0,Yes,No,47,Month-to-month,Yes,"Electronic check",100.50,4707.10,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0436-TWFFZ,Female,0,No,No,67,"Two year",Yes,"Mailed check",85.25,5714.20,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"No"
0439-IFYUN,Female,1,No,No,18,Month-to-month,Yes,"Electronic check",74.70,1294.60,Yes,No,"Fiber optic",No,Yes,No,No,No,No,"No"
0440-EKDCF,Male,0,Yes,No,62,"Two year",Yes,"Credit card (automatic)",60.15,3753.20,Yes,No,DSL,No,Yes,Yes,Yes,No,No,"No"
0440-MOGPM,Female,0,No,No,41,"One year",Yes,"Electronic check",80.55,3263.90,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,"No"
0440-QEXBZ,Female,0,No,No,44,Month-to-month,Yes,"Mailed check",50.15,2139.10,Yes,Yes,DSL,No,No,No,No,No,No,"No"
0440-UEDAI,Female,0,No,No,53,"One year",Yes,"Credit card (automatic)",94.45,5042.75,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"No"
0442-TDYUO,Male,0,Yes,No,48,"Two year",Yes,"Mailed check",20.05,1036.00,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0442-ZXKVS,Female,1,Yes,No,54,"One year",Yes,"Bank transfer (automatic)",115.60,6431.05,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"No"
0447-BEMNG,Female,0,Yes,No,48,Month-to-month,Yes,"Bank transfer (automatic)",45.30,2145.00,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,Yes
0447-RXSGD,Male,0,No,No,24,Month-to-month,Yes,"Bank transfer (automatic)",99.65,2404.85,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"No"
0454-OKRCT,Male,0,No,No,33,"Two year",No,"Bank transfer (automatic)",80.60,2651.10,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,"No"
0455-ENTCR,Male,0,Yes,No,66,"Two year",No,"Electronic check",85.25,5538.35,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"No"
0455-XFASS,Female,0,Yes,Yes,3,Month-to-month,Yes,"Electronic check",69.55,200.20,Yes,No,"Fiber optic",No,No,No,No,No,No,"No"
0458-HEUZG,Female,0,No,No,13,"Two year",No,"Mailed check",35.40,450.40,No,"No phone service",DSL,No,No,Yes,Yes,No,No,"No"
0459-SPZHJ,Male,0,Yes,Yes,63,"Two year",No,"Credit card (automatic)",83.50,5435.00,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,"No"
0461-CVKMU,Female,0,Yes,Yes,23,Month-to-month,No,"Electronic check",83.80,1900.25,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,Yes
0463-TXOAK,Male,0,No,Yes,52,"Two year",No,"Credit card (automatic)",25.60,1334.50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0463-WZZKO,Male,0,No,No,3,Month-to-month,Yes,"Credit card (automatic)",20.75,67.10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0463-ZSDNT,Male,0,No,No,10,Month-to-month,Yes,"Bank transfer (automatic)",56.75,503.25,Yes,No,DSL,No,No,No,No,No,Yes,"No"
0464-WJTKO,Female,0,Yes,Yes,72,"Two year",No,"Bank transfer (automatic)",20.10,1460.85,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0468-YRPXN,Male,0,No,No,29,Month-to-month,Yes,"Credit card (automatic)",98.80,2807.10,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"No"
0471-ARVMX,Female,1,Yes,No,62,"One year",Yes,"Electronic check",104.85,6312.90,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"No"
0471-LVHGK,Male,0,Yes,No,41,"One year",Yes,"Electronic check",73.00,3001.20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes
0475-RIJEP,Male,0,No,No,43,Month-to-month,Yes,"Electronic check",77.85,3365.85,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Yes
0479-HMSWA,Female,0,No,Yes,26,"Two year",Yes,"Electronic check",105.45,2715.30,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"No"
0480-BIXDE,Female,0,Yes,No,19,Month-to-month,Yes,"Electronic check",96.80,1743.05,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
